t,offset,oldInt,newInt,oldFloat,newFloat
24.557,244,-1165777461,-1164221463,-0.001004392,-0.001185534
24.558,248,-1097618633,-1097619104,-0.2884156,-0.2884016
24.559,260,1080473887,1080306668,3.605049,3.565181
24.56,352,1027637248,1031659520,0.04699707,0.0619812
24.611,12,1187,1184,1.663341E-42,1.659137E-42
24.612,104,1,0,1.401298E-45,0
24.613,116,8,0,1.121039E-44,0
24.613,120,1127534452,0,180.8104,0
24.614,124,10,0,1.401298E-44,0
24.615,128,0,1,0,1.401298E-45
24.615,216,-1114052871,-1109442527,-0.0746593,-0.109009
24.616,220,-1091702531,-1090752810,-0.4647292,-0.4930331
24.617,224,-1025369253,-1025369487,-113.0534,-113.0516
24.617,228,-1080885240,-1080966776,-1.148438,-1.138719
24.618,232,-1080885240,-1080966776,-1.148438,-1.138719
24.618,236,-1080885240,-1080966776,-1.148438,-1.138719
24.619,240,-1174242815,-1170308655,-0.0004977286,-0.0007267269
24.619,244,-1164221463,-1163601237,-0.001185534,-0.001257738
24.62,248,-1097619104,-1097619257,-0.2884016,-0.288397
24.621,260,1080306668,1080179693,3.565181,3.534908
24.622,352,1031659520,1027637248,0.0619812,0.04699707
24.643,12,1184,1181,1.659137E-42,1.654933E-42
24.644,104,0,1,0,1.401298E-45
24.644,116,0,8,0,1.121039E-44
24.645,120,0,1127534452,0,180.8104
24.646,124,0,10,0,1.401298E-44
24.646,128,1,0,1.401298E-45,0
24.647,132,0,1,0,1.401298E-45
24.647,144,0,13,0,1.821688E-44
24.648,148,0,1127534452,0,180.8104
24.648,152,0,60,0,8.407791E-44
24.649,216,-1109442527,-1127696942,-0.109009,-0.02450076
24.649,220,-1090752810,-1090098101,-0.4930331,-0.5250899
24.65,224,-1025369487,-1025370051,-113.0516,-113.0473
24.651,228,-1080966776,-1081048440,-1.138719,-1.128983
24.651,232,-1080966776,-1081048440,-1.138719,-1.128983
24.652,236,-1080966776,-1081048440,-1.138719,-1.128983
24.653,240,-1170308655,-1188346414,-0.0007267269,-0.0001633384
24.654,244,-1163601237,-1162898773,-0.001257738,-0.001339515
24.654,248,-1097619257,-1097619625,-0.288397,-0.2883861
24.655,260,1080179693,1080052773,3.534908,3.504647
24.705,12,1181,1178,1.654933E-42,1.65073E-42
24.706,104,1,0,1.401298E-45,0
24.706,116,8,0,1.121039E-44,0
24.707,120,1127534452,0,180.8104,0
24.708,124,10,0,1.401298E-44,0
24.708,128,0,1,0,1.401298E-45
24.709,132,1,0,1.401298E-45,0
24.709,144,13,0,1.821688E-44,0
24.71,148,1127534452,0,180.8104,0
24.71,152,60,0,8.407791E-44,0
24.711,156,0,1,0,1.401298E-45
24.712,216,-1127696942,1000824011,-0.02450076,0.005107497
24.712,220,-1090098101,-1088867445,-0.5250899,-0.5984427
24.713,224,-1025370051,-1025370449,-113.0473,-113.0443
24.713,228,-1081048440,-1081156160,-1.128983,-1.116142
24.715,232,-1081048440,-1081156160,-1.128983,-1.116142
24.715,236,-1081048440,-1081156160,-1.128983,-1.116142
24.716,240,-1188346414,940495076,-0.0001633384,3.404998E-05
24.716,244,-1162898773,-1161291385,-0.001339515,-0.00152664
24.717,248,-1097619625,-1097619885,-0.2883861,-0.2883783
24.718,260,1080052773,1079885330,3.504647,3.464726
24.718,352,1027637248,1031667712,0.04699707,0.06201172
24.767,12,1178,1175,1.65073E-42,1.646526E-42
24.768,104,0,1,0,1.401298E-45
24.769,116,0,8,0,1.121039E-44
24.769,120,0,1127534452,0,180.8104
24.77,124,0,10,0,1.401298E-44
24.77,128,1,0,1.401298E-45,0
24.771,156,1,0,1.401298E-45,0
24.772,216,1000824011,1033102797,0.005107497,0.07221565
24.772,220,-1088867445,-1088524700,-0.5984427,-0.6188719
24.773,224,-1025370449,-1025370600,-113.0443,-113.0432
24.773,228,-1081156160,-1081238025,-1.116142,-1.106383
24.774,232,-1081156160,-1081238025,-1.116142,-1.106383
24.774,236,-1081156160,-1081238025,-1.116142,-1.106383
24.775,240,940495076,972843386,3.404998E-05,0.0004814377
24.776,244,-1161291385,-1160843718,-0.00152664,-0.001578755
24.776,248,-1097619885,-1097619984,-0.2883783,-0.2883754
24.777,260,1079885330,1079758359,3.464726,3.434454
24.778,352,1031667712,1027637248,0.06201172,0.04699707
24.798,12,1175,1172,1.646526E-42,1.642322E-42
24.799,104,1,0,1.401298E-45,0
24.8,116,8,0,1.121039E-44,0
24.8,120,1127534452,0,180.8104,0
24.801,124,10,0,1.401298E-44,0
24.801,128,0,1,0,1.401298E-45
24.802,216,1033102797,1043393254,0.07221565,0.1727711
24.803,220,-1088524700,-1088281568,-0.6188719,-0.6333637
24.803,224,-1025370600,-1025370643,-113.0432,-113.0428
24.804,228,-1081238025,-1081320098,-1.106383,-1.096599
24.804,232,-1081238025,-1081320098,-1.106383,-1.096599
24.805,236,-1081238025,-1081320098,-1.106383,-1.096599
24.806,240,972843386,982972476,0.0004814377,0.001151807
24.806,244,-1160843718,-1160526159,-0.001578755,-0.001615724
24.808,248,-1097619984,-1097620012,-0.2883754,-0.2883745
24.808,260,1079758359,1079631382,3.434454,3.40418
24.86,12,1172,1168,1.642322E-42,1.636717E-42
24.861,128,1,0,1.401298E-45,0
24.862,216,1043393254,1049909948,0.1727711,0.2897547
24.862,220,-1088281568,-1087782307,-0.6333637,-0.663122
24.863,224,-1025370643,-1025369830,-113.0428,-113.049
24.864,228,-1081320098,-1081430486,-1.096599,-1.08344
24.864,232,-1081320098,-1081430486,-1.096599,-1.08344
24.865,236,-1081320098,-1081430486,-1.096599,-1.08344
24.865,240,982972476,989671690,0.001151807,0.001931698
24.866,244,-1160526159,-1159874062,-0.001615724,-0.001691638
24.867,248,-1097620012,-1097619481,-0.2883745,-0.2883904
24.867,260,1079631382,1079461009,3.40418,3.36356
24.868,352,1027637248,1031868416,0.04699707,0.0630188
24.924,12,1168,1165,1.636717E-42,1.632513E-42
24.925,216,1049909948,1052070521,0.2897547,0.3541448
24.925,220,-1087782307,-1087601672,-0.663122,-0.6738887
24.926,224,-1025369830,-1025369267,-113.049,-113.0533
24.926,228,-1081430486,-1081511214,-1.08344,-1.073817
24.927,232,-1081430486,-1081511214,-1.08344,-1.073817
24.928,236,-1081430486,-1081511214,-1.08344,-1.073817
24.928,240,989671690,991607406,0.001931698,0.002360966
24.929,244,-1159874062,-1159638131,-0.001691638,-0.001719104
24.929,248,-1097619481,-1097619113,-0.2883904,-0.2884013
24.93,260,1079461009,1079336618,3.36356,3.333903
24.93,352,1031868416,1027366912,0.0630188,0.04598999
24.954,12,1165,1162,1.632513E-42,1.628309E-42
24.956,216,1052070521,1043830541,0.3541448,0.1792872
24.956,220,-1087601672,-1087253295,-0.6738887,-0.6946536
24.957,224,-1025369267,-1025368394,-113.0533,-113.06
24.957,228,-1081511214,-1081593342,-1.073817,-1.064026
24.958,232,-1081511214,-1081593342,-1.073817,-1.064026
24.959,236,-1081511214,-1081593342,-1.073817,-1.064026
24.959,240,991607406,983345627,0.002360966,0.001195248
24.96,244,-1159638131,-1159183108,-0.001719104,-0.001772075
24.96,248,-1097619113,-1097618543,-0.2884013,-0.2884183
24.961,260,1079336618,1079209576,3.333903,3.303614
24.962,352,1027366912,1027637248,0.04598999,0.04699707
25.018,12,1162,1158,1.628309E-42,1.622704E-42
25.019,216,1043830541,1025508352,0.1792872,0.03906631
25.019,220,-1087253295,-1085992162,-0.6946536,-0.769823
25.02,224,-1025368394,-1025368137,-113.06,-113.0619
25.02,228,-1081593342,-1081703039,-1.064026,-1.050949
25.021,232,-1081593342,-1081703039,-1.064026,-1.050949
25.022,236,-1081593342,-1081703039,-1.064026,-1.050949
25.022,240,983345627,965250034,0.001195248,0.0002604421
25.023,244,-1159183108,-1157581909,-0.001772075,-0.001963834
25.024,248,-1097618543,-1097618375,-0.2884183,-0.2884233
25.024,260,1079209576,1079039219,3.303614,3.262997
25.025,352,1027637248,1031864320,0.04699707,0.06298828
25.079,12,1158,1156,1.622704E-42,1.619901E-42
25.08,216,1025508352,981705261,0.03906631,0.001004284
25.081,220,-1085992162,-1085435358,-0.769823,-0.8030111
25.082,224,-1025368137,-1025368271,-113.0619,-113.0609
25.083,228,-1081703039,-1081784895,-1.050949,-1.041191
25.083,232,-1081703039,-1081784895,-1.050949,-1.041191
25.084,236,-1081703039,-1081784895,-1.050949,-1.041191
25.084,240,965250034,920692621,0.0002604421,6.695226E-06
25.085,244,-1157581909,-1157218282,-0.001963834,-0.002048498
25.085,248,-1097618375,-1097618463,-0.2884233,-0.2884207
25.086,260,1079039219,1078912017,3.262997,3.23267
25.087,352,1031864320,1027645440,0.06298828,0.04702759
25.111,12,1156,1153,1.619901E-42,1.615697E-42
25.112,216,981705261,-1131751464,0.001004284,-0.01694863
25.113,220,-1085435358,-1084763029,-0.8030111,-0.843085
25.114,224,-1025368271,-1025368494,-113.0609,-113.0592
25.114,228,-1081784895,-1081866691,-1.041191,-1.03144
25.115,232,-1081784895,-1081866691,-1.041191,-1.03144
25.116,236,-1081784895,-1081866691,-1.041191,-1.03144
25.116,240,920692621,-1192430210,6.695226E-06,-0.0001129908
25.117,244,-1157218282,-1156779210,-0.002048498,-0.002150727
25.117,248,-1097618463,-1097618608,-0.2884207,-0.2884164
25.118,260,1078912017,1078784873,3.23267,3.202357
25.118,352,1027645440,1027637248,0.04702759,0.04699707
25.173,12,1153,1149,1.615697E-42,1.610092E-42
25.174,216,-1131751464,-1133070440,-0.01694863,-0.01505842
25.175,220,-1084763029,-1083427184,-0.843085,-0.9227076
25.176,224,-1025368494,-1025369167,-113.0592,-113.0541
25.176,228,-1081866691,-1081974542,-1.03144,-1.018584
25.177,232,-1081866691,-1081974542,-1.03144,-1.018584
25.177,236,-1081866691,-1081974542,-1.03144,-1.018584
25.178,240,-1192430210,-1194162128,-0.0001129908,-0.0001003895
25.178,244,-1156779210,-1155906821,-0.002150727,-0.002353846
25.179,248,-1097618608,-1097619048,-0.2884164,-0.2884033
25.18,260,1078784873,1078617113,3.202357,3.162359
25.18,352,1027637248,1031659520,0.04699707,0.0619812
25.236,12,1149,1146,1.610092E-42,1.605888E-42
25.237,216,-1133070440,993543506,-0.01505842,0.002811749
25.238,220,-1083427184,-1082936983,-0.9227076,-0.9519258
25.238,224,-1025369167,-1025369325,-113.0541,-113.0529
25.239,228,-1081974542,-1082056490,-1.018584,-1.008815
25.239,232,-1081974542,-1082056490,-1.018584,-1.008815
25.24,236,-1081974542,-1082056490,-1.018584,-1.008815
25.241,240,-1194162128,933052049,-0.0001003895,1.874499E-05
25.241,244,-1155906821,-1155586690,-0.002353846,-0.002428382
25.242,248,-1097619048,-1097619151,-0.2884033,-0.2884002
25.242,260,1078617113,1078489788,3.162359,3.132003
25.243,352,1031659520,1027637248,0.0619812,0.04699707
25.267,12,1146,1143,1.605888E-42,1.601684E-42
25.268,216,993543506,1000045190,0.002811749,0.004744831
25.269,220,-1082936983,-1082377363,-0.9519258,-0.9852818
25.269,224,-1025369325,-1025369506,-113.0529,-113.0515
25.27,228,-1082056490,-1082146433,-1.008815,-0.9990463
25.27,232,-1082056490,-1082146433,-1.008815,-0.9990463
25.271,236,-1082056490,-1082146433,-1.008815,-0.9990463
25.271,240,933052049,939830482,1.874499E-05,3.16322E-05
25.272,244,-1155586690,-1155221224,-0.002428382,-0.002513474
25.273,248,-1097619151,-1097619269,-0.2884002,-0.2883967
25.274,260,1078489788,1078362498,3.132003,3.101655
25.33,12,1143,1140,1.601684E-42,1.59748E-42
25.331,216,1000045190,1000989541,0.004744831,0.005184578
25.332,220,-1082377363,-1081863340,-0.9852818,-1.03184
25.332,224,-1025369506,-1032883837,-113.0515,-59.86085
25.333,228,-1082146433,-1082318278,-0.9990463,-0.9888035
25.333,232,-1082146433,-1082318278,-0.9990463,-0.9888035
25.334,236,-1082146433,-1082318278,-0.9990463,-0.9888035
25.335,240,939830482,940636328,3.16322E-05,3.456385E-05
25.335,244,-1155221224,-1154711108,-0.002513474,-0.002632244
25.336,248,-1097619269,-1105436921,-0.2883967,-0.1527063
25.336,260,1078362498,1078234218,3.101655,3.07107
25.337,352,1027637248,1031667712,0.04699707,0.06201172
25.392,12,1140,1139,1.59748E-42,1.596079E-42
25.393,216,1000989541,-1145179998,0.005184578,-0.005796508
25.394,220,-1081863340,1057980255,-1.03184,0.5605373
25.394,224,-1032883837,-1032882730,-59.86085,-59.86507
25.395,228,-1082318278,-1082404845,-0.9888035,-0.9836437
25.396,232,-1082318278,-1082404845,-0.9888035,-0.9836437
25.396,236,-1082318278,-1082404845,-0.9888035,-0.9836437
25.397,240,940636328,-1205725947,3.456385E-05,-3.864339E-05
25.397,244,-1154711108,985361636,-0.002632244,0.001429942
25.398,248,-1105436921,-1105436198,-0.1527063,-0.152717
25.398,260,1078234218,1078166960,3.07107,3.055035
25.399,352,1031667712,1027637248,0.06201172,0.04699707
25.423,12,1139,1137,1.596079E-42,1.593276E-42
25.424,216,-1145179998,-1123787670,-0.005796508,-0.0323147
25.425,220,1057980255,1057898959,0.5605373,0.5556917
25.426,224,-1032882730,-1032882995,-59.86507,-59.86406
25.426,228,-1082404845,-1082491238,-0.9836437,-0.9784943
25.427,232,-1082404845,-1082491238,-0.9836437,-0.9784943
25.428,236,-1082404845,-1082491238,-0.9836437,-0.9784943
25.428,240,-1205725947,-1184766617,-3.864339E-05,-0.0002154313
25.429,244,985361636,985255454,0.001429942,0.001417581
25.43,248,-1105436198,-1105436371,-0.152717,-0.1527144
25.43,260,1078166960,1078099788,3.055035,3.03902
25.485,12,1137,1135,1.593276E-42,1.590474E-42
25.486,76,0,1,0,1.401298E-45
25.487,88,0,17,0,2.382207E-44
25.488,92,0,1062171562,0,0.8103586
25.488,96,0,5,0,7.006492E-45
25.489,216,-1123787670,-1112359042,-0.0323147,-0.0872793
25.49,220,1057898959,1057284402,0.5556917,0.5190612
25.491,224,-1032882995,-1032883318,-59.86406,-59.86283
25.491,228,-1082491238,-1082606698,-0.9784943,-0.9716123
25.492,232,-1082491238,-1082606698,-0.9784943,-0.9716123
25.493,236,-1082491238,-1082606698,-0.9784943,-0.9716123
25.493,240,-1184766617,-1172797414,-0.0002154313,-0.0005818621
25.494,244,985255454,984452768,0.001417581,0.001324136
25.494,248,-1105436371,-1105436582,-0.1527144,-0.1527113
25.495,260,1078099788,1078009764,3.03902,3.017556
25.496,352,1027637248,1031868416,0.04699707,0.0630188
25.548,12,1135,1134,1.590474E-42,1.589072E-42
25.549,76,1,0,1.401298E-45,0
25.55,88,17,0,2.382207E-44,0
25.55,92,1062171562,0,0.8103586,0
25.551,96,5,0,7.006492E-45,0
25.552,100,0,1,0,1.401298E-45
25.552,216,-1112359042,-1105578085,-0.0872793,-0.1506027
25.553,220,1057284402,1056906062,0.5190612,0.4982552
25.553,224,-1032883318,-1032883491,-59.86283,-59.86217
25.554,228,-1082606698,-1082690858,-0.9716123,-0.966596
25.555,232,-1082606698,-1082690858,-0.9716123,-0.966596
25.555,236,-1082606698,-1082690858,-0.9716123,-0.966596
25.556,240,-1172797414,-1165780669,-0.0005818621,-0.001004018
25.556,244,984452768,983996843,0.001324136,0.001271059
25.557,248,-1105436582,-1105436695,-0.1527113,-0.1527096
25.558,260,1078009764,1077943976,3.017556,3.001871
25.559,352,1031868416,1027366912,0.0630188,0.04598999
25.579,12,1134,1132,1.589072E-42,1.58627E-42
25.58,100,1,0,1.401298E-45,0
25.581,216,-1105578085,-1105313838,-0.1506027,-0.1545403
25.582,220,1056906062,1056043686,0.4982552,0.4725544
25.583,224,-1032883491,-1032884260,-59.86217,-59.85924
25.583,228,-1082690858,-1082776757,-0.966596,-0.961476
25.584,232,-1082690858,-1082776757,-0.966596,-0.961476
25.584,236,-1082690858,-1082776757,-0.966596,-0.961476
25.585,240,-1165780669,-1165555178,-0.001004018,-0.001030269
25.585,244,983996843,983433659,0.001271059,0.001205496
25.586,248,-1105436695,-1105437197,-0.1527096,-0.1527021
25.586,260,1077943976,1077876821,3.001871,2.98586
25.587,352,1027366912,1027637248,0.04598999,0.04699707
25.642,12,1132,1130,1.58627E-42,1.583467E-42
25.643,216,-1105313838,-1106739352,-0.1545403,-0.1332985
25.644,220,1056043686,1053728318,0.4725544,0.403551
25.644,224,-1032884260,-1032885206,-59.85924,-59.85563
25.645,228,-1082776757,-1082891757,-0.961476,-0.9546215
25.645,232,-1082776757,-1082891757,-0.961476,-0.9546215
25.646,236,-1082776757,-1082891757,-0.961476,-0.9546215
25.646,240,-1165555178,-1167526721,-0.001030269,-0.0008886568
25.647,244,983433659,981921582,0.001205496,0.001029467
25.648,248,-1105437197,-1105437815,-0.1527021,-0.1526929
25.648,260,1077876821,1077786939,2.98586,2.964431
25.649,352,1027637248,1031864320,0.04699707,0.06298828
25.706,12,1130,1129,1.583467E-42,1.582066E-42
25.707,76,0,1,0,1.401298E-45
25.708,88,0,17,0,2.382207E-44
25.709,92,0,1062171562,0,0.8103586
25.709,96,0,5,0,7.006492E-45
25.71,216,-1106739352,-1117498432,-0.1332985,-0.05574393
25.71,220,1053728318,1052747790,0.403551,0.374329
25.711,224,-1032885206,-1032885617,-59.85563,-59.85406
25.712,228,-1082891757,-1082977995,-0.9546215,-0.9494813
25.712,232,-1082891757,-1082977995,-0.9546215,-0.9494813
25.713,236,-1082891757,-1082977995,-0.9546215,-0.9494813
25.713,240,-1167526721,-1178413356,-0.0008886568,-0.0003716262
25.714,244,981921582,981095338,0.001029467,0.000954921
25.714,248,-1105437815,-1105438083,-0.1526929,-0.1526889
25.715,260,1077786939,1077719789,2.964431,2.948421
25.716,352,1031864320,1027645440,0.06298828,0.04702759
25.735,12,1129,1127,1.582066E-42,1.579263E-42
25.736,76,1,0,1.401298E-45,0
25.737,88,17,0,2.382207E-44,0
25.738,92,1062171562,0,0.8103586,0
25.739,96,5,0,7.006492E-45,0
25.739,100,0,1,0,1.401298E-45
25.74,216,-1117498432,-1129822281,-0.05574393,-0.02054201
25.741,220,1052747790,1051715722,0.374329,0.343571
25.741,224,-1032885617,-1032885649,-59.85406,-59.85394
25.742,228,-1082977995,-1083064391,-0.9494813,-0.9443317
25.743,232,-1082977995,-1083064391,-0.9494813,-0.9443317
25.743,236,-1082977995,-1083064391,-0.9494813,-0.9443317
25.744,240,-1178413356,-1190160037,-0.0003716262,-0.0001369467
25.745,244,981095338,979747331,0.000954921,0.0008764567
25.746,248,-1105438083,-1105438104,-0.1526889,-0.1526886
25.746,260,1077719789,1077652622,2.948421,2.932407
25.747,352,1027645440,1027637248,0.04702759,0.04699707
25.798,12,1127,1125,1.579263E-42,1.576461E-42
25.799,100,1,0,1.401298E-45,0
25.8,216,-1129822281,-1140353725,-0.02054201,-0.008275333
25.8,220,1051715722,1050116934,0.343571,0.2959234
25.801,224,-1032885649,-1032886007,-59.85394,-59.85257
25.801,228,-1083064391,-1083178086,-0.9443317,-0.937555
25.802,232,-1083064391,-1083178086,-0.9443317,-0.937555
25.803,236,-1083064391,-1083178086,-0.9443317,-0.937555
25.803,240,-1190160037,-1201183452,-0.0001369467,-5.516889E-05
25.804,244,979747331,977659118,0.0008764567,0.0007549067
25.804,248,-1105438104,-1105438338,-0.1526886,-0.1526851
25.805,260,1077652622,1077564247,2.932407,2.911337
25.806,352,1027637248,1031659520,0.04699707,0.0619812
25.861,12,1125,1124,1.576461E-42,1.575059E-42
25.862,216,-1140353725,-1131353550,-0.008275333,-0.0176898
25.863,220,1050116934,1049755911,0.2959234,0.2851641
25.863,224,-1032886007,-1032886091,-59.85257,-59.85225
25.864,228,-1083178086,-1083264485,-0.937555,-0.9324052
25.864,232,-1083178086,-1083264485,-0.937555,-0.9324052
25.865,236,-1083178086,-1083264485,-0.937555,-0.9324052
25.866,240,-1201183452,-1191751103,-5.516889E-05,-0.000117932
25.866,244,977659118,977187577,0.0007549067,0.0007274594
25.867,248,-1105438338,-1105438393,-0.1526851,-0.1526843
25.868,260,1077564247,1077497106,2.911337,2.895329
25.868,352,1031659520,1027637248,0.0619812,0.04699707
25.893,12,1124,1122,1.575059E-42,1.572257E-42
25.894,76,0,1,0,1.401298E-45
25.895,88,0,17,0,2.382207E-44
25.895,92,0,1062171562,0,0.8103586
25.896,96,0,5,0,7.006492E-45
25.897,216,-1131353550,-1126795435,-0.0176898,-0.02617995
25.897,220,1049755911,1049445967,0.2851641,0.275927
25.898,224,-1032886091,-1032886131,-59.85225,-59.8521
25.899,228,-1083264485,-1083350865,-0.9324052,-0.9272565
25.9,232,-1083264485,-1083350865,-0.9324052,-0.9272565
25.9,236,-1083264485,-1083350865,-0.9324052,-0.9272565
25.901,240,-1191751103,-1187577128,-0.000117932,-0.000174533
25.901,244,977187577,976782753,0.0007274594,0.0007038955
25.902,248,-1105438393,-1105438419,-0.1526843,-0.1526839
25.903,260,1077497106,1077429965,2.895329,2.879321
25.956,12,1122,1120,1.572257E-42,1.569454E-42
25.957,76,1,0,1.401298E-45,0
25.958,88,17,0,2.382207E-44,0
25.958,92,1062171562,0,0.8103586,0
25.959,96,5,0,7.006492E-45,0
25.959,100,0,1,0,1.401298E-45
25.96,216,-1126795435,-1114233906,-0.02617995,-0.07331048
25.961,220,1049445967,1048635105,0.275927,0.2517615
25.961,224,-1032886131,-1032886518,-59.8521,-59.85062
25.962,228,-1083350865,-1083464337,-0.9272565,-0.9204931
25.962,232,-1083350865,-1083464337,-0.9272565,-0.9204931
25.963,236,-1083350865,-1083464337,-0.9272565,-0.9204931
25.963,240,-1187577128,-1174397298,-0.000174533,-0.0004887366
25.964,244,976782753,975723668,0.0007038955,0.0006422487
25.965,248,-1105438419,-1105438672,-0.1526839,-0.1526802
25.966,260,1077429965,1077341571,2.879321,2.858247
25.967,352,1027637248,1031667712,0.04699707,0.06201172
26.017,12,1120,1119,1.569454E-42,1.568053E-42
26.018,100,1,0,1.401298E-45,0
26.019,216,-1114233906,-1110493497,-0.07331048,-0.1011787
26.02,220,1048635105,1047992511,0.2517615,0.2413053
26.02,224,-1032886518,-1032886862,-59.85062,-59.84931
26.021,228,-1083464337,-1083550350,-0.9204931,-0.9153663
26.021,232,-1083464337,-1083550350,-0.9204931,-0.9153663
26.022,236,-1083464337,-1083550350,-0.9204931,-0.9153663
26.023,240,-1174397298,-1171205483,-0.0004887366,-0.0006745246
26.023,244,975723668,975265415,0.0006422487,0.0006155748
26.024,248,-1105438672,-1105438896,-0.1526802,-0.1526768
26.024,260,1077341571,1077274501,2.858247,2.842256
26.025,352,1031667712,1027637248,0.06201172,0.04699707
26.049,12,1119,1117,1.568053E-42,1.56525E-42
26.05,216,-1110493497,-1107140901,-0.1011787,-0.127315
26.051,220,1047992511,1047171514,0.2413053,0.2290715
26.051,224,-1032886862,-1032887400,-59.84931,-59.84726
26.052,228,-1083550350,-1083636256,-0.9153663,-0.9102459
26.052,232,-1083550350,-1083636256,-0.9153663,-0.9102459
26.053,236,-1083550350,-1083636256,-0.9153663,-0.9102459
26.053,240,-1171205483,-1168212031,-0.0006745246,-0.0008487665
26.054,244,975265415,974729254,0.0006155748,0.0005843661
26.054,248,-1105438896,-1105439248,-0.1526768,-0.1526716
26.055,260,1077274501,1077207446,2.842256,2.826269
26.11,12,1117,1115,1.56525E-42,1.562448E-42
26.112,216,-1107140901,-1109809352,-0.127315,-0.106276
26.112,220,1047171514,1044919251,0.2290715,0.1955102
26.113,224,-1032887400,-1032888050,-59.84726,-59.84478
26.113,228,-1083636256,-1083751460,-0.9102459,-0.9033792
26.114,232,-1083636256,-1083751460,-0.9102459,-0.9033792
26.115,236,-1083636256,-1083751460,-0.9102459,-0.9033792
26.115,240,-1168212031,-1170621679,-0.0008487665,-0.0007085065
26.116,244,974729254,973258388,0.0005843661,0.0004987505
26.116,248,-1105439248,-1105439672,-0.1526716,-0.1526653
26.117,260,1077207446,1077117575,2.826269,2.804842
26.118,352,1027637248,1031868416,0.04699707,0.0630188
26.174,12,1115,1114,1.562448E-42,1.561046E-42
26.175,216,-1109809352,-1112363673,-0.106276,-0.0872448
26.176,220,1044919251,1044002334,0.1955102,0.1818471
26.176,224,-1032888050,-1032888253,-59.84478,-59.84401
26.177,228,-1083751460,-1083835734,-0.9033792,-0.8983561
26.177,232,-1083751460,-1083835734,-0.9033792,-0.8983561
26.178,236,-1083751460,-1083835734,-0.9033792,-0.8983561
26.178,240,-1170621679,-1172801366,-0.0007085065,-0.000581632
26.179,244,973258388,972240643,0.0004987505,0.0004638956
26.18,248,-1105439672,-1105439805,-0.1526653,-0.1526633
26.18,260,1077117575,1077051902,2.804842,2.789184
26.181,352,1031868416,1027366912,0.0630188,0.04598999
26.206,12,1114,1112,1.561046E-42,1.558244E-42
26.207,216,-1112363673,-1120145439,-0.0872448,-0.04588306
26.207,220,1044002334,1043080080,0.1818471,0.1681044
26.208,224,-1032888253,-1032888829,-59.84401,-59.84181
26.208,228,-1083835734,-1083921914,-0.8983561,-0.8932194
26.209,232,-1083835734,-1083921914,-0.8983561,-0.8932194
26.21,236,-1083835734,-1083921914,-0.8983561,-0.8932194
26.21,240,-1172801366,-1180672136,-0.000581632,-0.0003058871
26.211,244,972240643,971036066,0.0004638956,0.0004288378
26.211,248,-1105439805,-1105440181,-0.1526633,-0.1526577
26.212,260,1077051902,1076984866,2.789184,2.773201
26.213,352,1027366912,1027637248,0.04598999,0.04699707
26.267,12,1112,1110,1.558244E-42,1.555441E-42
26.268,216,-1120145439,-1126979920,-0.04588306,-0.02583632
26.269,220,1043080080,1040978484,0.1681044,0.1367882
26.269,224,-1032888829,-1032888981,-59.84181,-59.84123
26.27,228,-1083921914,-1084037367,-0.8932194,-0.8863378
26.27,232,-1083921914,-1084037367,-0.8932194,-0.8863378
26.271,236,-1083921914,-1084037367,-0.8932194,-0.8863378
26.271,240,-1180672136,-1187734555,-0.0003058871,-0.0001722421
26.272,244,971036066,968291124,0.0004288378,0.0003489495
26.273,248,-1105440181,-1105440280,-0.1526577,-0.1526562
26.273,260,1076984866,1076895116,2.773201,2.751803
26.274,352,1027637248,1031864320,0.04699707,0.06298828
26.331,12,1110,1109,1.555441E-42,1.55404E-42
26.332,216,-1126979920,-1127070909,-0.02583632,-0.02566684
26.333,220,1040978484,1040049948,0.1367882,0.123976
26.333,224,-1032888981,-1032889316,-59.84123,-59.83995
26.334,228,-1084037367,-1084123666,-0.8863378,-0.881194
26.334,232,-1084037367,-1084123666,-0.8863378,-0.881194
26.335,236,-1084037367,-1084123666,-0.8863378,-0.881194
26.335,240,-1187734555,-1187812199,-0.0001722421,-0.0001711123
26.336,244,968291124,967168102,0.0003489495,0.0003162652
26.337,248,-1105440280,-1105440499,-0.1526562,-0.1526529
26.337,260,1076895116,1076828042,2.751803,2.735812
26.338,352,1031864320,1027645440,0.06298828,0.04702759
26.361,12,1109,1107,1.55404E-42,1.551237E-42
26.363,216,-1127070909,-1122001439,-0.02566684,-0.03896892
26.363,220,1040049948,1038275912,0.123976,0.1107584
26.364,224,-1032889316,-1032889431,-59.83995,-59.83951
26.364,228,-1084123666,-1084209891,-0.881194,-0.8760546
26.365,232,-1084123666,-1084209891,-0.881194,-0.8760546
26.366,236,-1084123666,-1084209891,-0.881194,-0.8760546
26.366,240,-1187812199,-1182255922,-0.0001711123,-0.0002597928
26.367,244,967168102,966009548,0.0003162652,0.0002825469
26.368,248,-1105440499,-1105440574,-0.1526529,-0.1526518
26.368,260,1076828042,1076760992,2.735812,2.719826
26.369,352,1027645440,1027637248,0.04702759,0.04699707
26.423,12,1107,1105,1.551237E-42,1.548435E-42
26.424,216,-1122001439,-1114354204,-0.03896892,-0.07241419
26.425,220,1038275912,1034122424,0.1107584,0.07981247
26.425,224,-1032889431,-1032889711,-59.83951,-59.83844
26.426,228,-1084209891,-1084323262,-0.8760546,-0.8692971
